date,rate,days
19/05/2011,0.13025,1
18/05/2011,0.1305,1
17/05/2011,0.1305,1
16/05/2011,0.1315,1
13/05/2011,0.1315,1
12/05/2011,0.1315,1
11/05/2011,0.132,1
10/05/2011,0.13225,1
09/05/2011,0.13225,1
06/05/2011,0.13225,1
05/05/2011,0.1315,1
04/05/2011,0.1335,1
03/05/2011,0.134,1
28/04/2011,0.13375,1
27/04/2011,0.13475,1
26/04/2011,0.135,1
21/04/2011,0.1355,1
20/04/2011,0.1335,1
19/04/2011,0.1335,1
18/04/2011,0.1345,1
15/04/2011,0.1365,1
14/04/2011,0.138,1
13/04/2011,0.1405,1
12/04/2011,0.144,1
11/04/2011,0.15075,1
08/04/2011,0.15475,1
07/04/2011,0.157,1
06/04/2011,0.1628,1
05/04/2011,0.1697,1
04/04/2011,0.1782,1
01/04/2011,0.184,1
31/03/2011,0.1845,1
30/03/2011,0.1855,1
29/03/2011,0.189,1
28/03/2011,0.192,1
25/03/2011,0.194,1
24/03/2011,0.1955,1
23/03/2011,0.1995,1
22/03/2011,0.2025,1
21/03/2011,0.2045,1
18/03/2011,0.2055,1
17/03/2011,0.2065,1
16/03/2011,0.2115,1
15/03/2011,0.2115,1
14/03/2011,0.2135,1
11/03/2011,0.2155,1
10/03/2011,0.216,1
09/03/2011,0.2175,1
08/03/2011,0.2195,1
07/03/2011,0.2205,1
04/03/2011,0.2215,1
03/03/2011,0.2215,1
02/03/2011,0.2235,1
01/03/2011,0.2255,1
28/02/2011,0.2255,1
25/02/2011,0.2255,1
24/02/2011,0.2255,1
23/02/2011,0.227,1
22/02/2011,0.228,1
18/02/2011,0.2295,1
17/02/2011,0.231,1
16/02/2011,0.2335,1
15/02/2011,0.2335,1
14/02/2011,0.233,1
11/02/2011,0.234,1
10/02/2011,0.234,1
09/02/2011,0.2355,1
08/02/2011,0.2355,1
07/02/2011,0.2374,1
04/02/2011,0.2369,1
03/02/2011,0.237,1
02/02/2011,0.235,1
01/02/2011,0.236,1
31/01/2011,0.23531,1
28/01/2011,0.23563,1
27/01/2011,0.23563,1
26/01/2011,0.23688,1
25/01/2011,0.23688,1
24/01/2011,0.23688,1
21/01/2011,0.23688,1
20/01/2011,0.23688,1
19/01/2011,0.23688,1
18/01/2011,0.24,1
14/01/2011,0.23875,1
13/01/2011,0.24,1
12/01/2011,0.24,1
11/01/2011,0.24,1
10/01/2011,0.24125,1
07/01/2011,0.24125,1
06/01/2011,0.24375,1
05/01/2011,0.24375,1
04/01/2011,0.24688,1
31/12/2010,0.25188,1
30/12/2010,0.24688,1
29/12/2010,0.24563,1
24/12/2010,0.24438,1
23/12/2010,0.24125,1
22/12/2010,0.23875,1
21/12/2010,0.24125,1
20/12/2010,0.24125,1
17/12/2010,0.23813,1
16/12/2010,0.23875,1
15/12/2010,0.24,1
14/12/2010,0.2375,1
13/12/2010,0.23875,1
10/12/2010,0.23813,1
09/12/2010,0.24,1
08/12/2010,0.24094,1
07/12/2010,0.24156,1
06/12/2010,0.24031,1
03/12/2010,0.24063,1
02/12/2010,0.23969,1
01/12/2010,0.24,1
30/11/2010,0.23625,1
29/11/2010,0.2325,1
26/11/2010,0.2325,1
24/11/2010,0.23313,1
23/11/2010,0.23188,1
22/11/2010,0.23063,1
19/11/2010,0.22938,1
18/11/2010,0.22938,1
17/11/2010,0.23063,1
16/11/2010,0.22938,1
15/11/2010,0.22625,1
12/11/2010,0.22563,1
10/11/2010,0.22563,1
09/11/2010,0.22563,1
08/11/2010,0.22563,1
05/11/2010,0.22563,1
04/11/2010,0.22563,1
03/11/2010,0.22563,1
02/11/2010,0.22563,1
01/11/2010,0.22563,1
29/10/2010,0.22563,1
28/10/2010,0.22563,1
27/10/2010,0.22563,1
26/10/2010,0.22563,1
25/10/2010,0.22563,1
22/10/2010,0.22563,1
21/10/2010,0.22688,1
20/10/2010,0.22688,1
19/10/2010,0.22625,1
18/10/2010,0.22688,1
15/10/2010,0.22688,1
14/10/2010,0.22688,1
13/10/2010,0.22563,1
12/10/2010,0.22563,1
08/10/2010,0.225,1
07/10/2010,0.225,1
06/10/2010,0.22563,1
05/10/2010,0.22563,1
04/10/2010,0.22563,1
01/10/2010,0.22813,1
30/09/2010,0.22625,1
29/09/2010,0.225,1
28/09/2010,0.225,1
27/09/2010,0.22538,1
24/09/2010,0.22538,1
23/09/2010,0.22663,1
22/09/2010,0.22663,1
21/09/2010,0.22788,1
20/09/2010,0.22788,1
17/09/2010,0.22788,1
16/09/2010,0.2275,1
15/09/2010,0.22688,1
14/09/2010,0.22688,1
13/09/2010,0.22688,1
10/09/2010,0.22688,1
09/09/2010,0.22688,1
08/09/2010,0.22688,1
07/09/2010,0.22688,1
03/09/2010,0.22625,1
02/09/2010,0.22625,1
01/09/2010,0.22625,1
31/08/2010,0.22813,1
27/08/2010,0.225,1
26/08/2010,0.22438,1
25/08/2010,0.22438,1
24/08/2010,0.22538,1
23/08/2010,0.22538,1
20/08/2010,0.22725,1
19/08/2010,0.22725,1
18/08/2010,0.226,1
17/08/2010,0.22663,1
16/08/2010,0.22875,1
13/08/2010,0.22938,1
12/08/2010,0.23125,1
11/08/2010,0.23313,1
10/08/2010,0.23594,1
09/08/2010,0.23656,1
06/08/2010,0.23781,1
05/08/2010,0.23781,1
04/08/2010,0.24031,1
03/08/2010,0.24031,1
02/08/2010,0.24031,1
30/07/2010,0.24094,1
29/07/2010,0.24213,1
28/07/2010,0.24313,1
27/07/2010,0.24563,1
26/07/2010,0.24594,1
23/07/2010,0.24781,1
22/07/2010,0.25125,1
21/07/2010,0.25719,1
20/07/2010,0.26094,1
19/07/2010,0.26375,1
16/07/2010,0.26875,1
15/07/2010,0.27,1
14/07/2010,0.27125,1
13/07/2010,0.27344,1
12/07/2010,0.27375,1
09/07/2010,0.275,1
08/07/2010,0.28125,1
07/07/2010,0.285,1
06/07/2010,0.28875,1
02/07/2010,0.295,1
01/07/2010,0.30063,1
30/06/2010,0.30563,1
29/06/2010,0.29375,1
28/06/2010,0.29313,1
25/06/2010,0.29563,1
24/06/2010,0.29563,1
23/06/2010,0.29813,1
22/06/2010,0.29813,1
21/06/2010,0.29813,1
18/06/2010,0.29588,1
17/06/2010,0.29525,1
16/06/2010,0.2965,1
15/06/2010,0.2965,1
14/06/2010,0.29775,1
11/06/2010,0.299,1
10/06/2010,0.29963,1
09/06/2010,0.29963,1
08/06/2010,0.29963,1
07/06/2010,0.30088,1
04/06/2010,0.30088,1
03/06/2010,0.30088,1
02/06/2010,0.30088,1
01/06/2010,0.30338,1
28/05/2010,0.29875,1
27/05/2010,0.30125,1
26/05/2010,0.30063,1
25/05/2010,0.29938,1
24/05/2010,0.29563,1
21/05/2010,0.29625,1
20/05/2010,0.295,1
19/05/2010,0.29875,1
18/05/2010,0.29563,1
17/05/2010,0.3,1
14/05/2010,0.2925,1
13/05/2010,0.29625,1
12/05/2010,0.29875,1
11/05/2010,0.3025,1
10/05/2010,0.3125,1
07/05/2010,0.32125,1
06/05/2010,0.27688,1
05/05/2010,0.27188,1
04/05/2010,0.26588,1
30/04/2010,0.26313,1
29/04/2010,0.25588,1
28/04/2010,0.25556,1
27/04/2010,0.25088,1
26/04/2010,0.24963,1
23/04/2010,0.25056,1
22/04/2010,0.25025,1
21/04/2010,0.25025,1
20/04/2010,0.25025,1
19/04/2010,0.249,1
16/04/2010,0.2465,1
15/04/2010,0.2475,1
14/04/2010,0.23513,1
13/04/2010,0.23263,1
12/04/2010,0.22825,1
09/04/2010,0.22825,1
08/04/2010,0.22575,1
07/04/2010,0.22575,1
06/04/2010,0.222,1
01/04/2010,0.2195,1
31/03/2010,0.22513,1
30/03/2010,0.21825,1
29/03/2010,0.21688,1
26/03/2010,0.21813,1
25/03/2010,0.21725,1
24/03/2010,0.2185,1
23/03/2010,0.2185,1
22/03/2010,0.21975,1
19/03/2010,0.221,1
18/03/2010,0.221,1
17/03/2010,0.22225,1
16/03/2010,0.22413,1
15/03/2010,0.19281,1
12/03/2010,0.18656,1
11/03/2010,0.18656,1
10/03/2010,0.18906,1
09/03/2010,0.19219,1
08/03/2010,0.1925,1
05/03/2010,0.18375,1
04/03/2010,0.17813,1
03/03/2010,0.17563,1
02/03/2010,0.17563,1
01/03/2010,0.175,1
26/02/2010,0.17375,1
25/02/2010,0.17406,1
24/02/2010,0.17406,1
23/02/2010,0.17594,1
22/02/2010,0.17625,1
19/02/2010,0.1725,1
18/02/2010,0.1725,1
17/02/2010,0.17125,1
16/02/2010,0.17125,1
12/02/2010,0.17188,1
11/02/2010,0.17063,1
10/02/2010,0.17063,1
09/02/2010,0.17063,1
08/02/2010,0.17063,1
05/02/2010,0.17313,1
04/02/2010,0.17188,1
03/02/2010,0.17313,1
02/02/2010,0.17313,1
01/02/2010,0.17063,1
29/01/2010,0.17313,1
28/01/2010,0.17063,1
27/01/2010,0.17063,1
26/01/2010,0.17063,1
25/01/2010,0.16938,1
22/01/2010,0.16938,1
21/01/2010,0.16938,1
20/01/2010,0.17063,1
19/01/2010,0.17188,1
15/01/2010,0.17188,1
14/01/2010,0.17188,1
13/01/2010,0.17313,1
12/01/2010,0.17313,1
11/01/2010,0.17313,1
08/01/2010,0.17313,1
07/01/2010,0.175,1
06/01/2010,0.175,1
05/01/2010,0.175,1
04/01/2010,0.17375,1
